t,lead_I
6142.1,-7511.7440637547625
6144.1,-7471.029778040477
6146.1,-7463.029778040477
6148.1,-7466.458349469049
6150.1,-7438.172635183334
6152.1,-7382.172635183334
6154.1,-7341.601206611906
6156.1,-7337.7440637547625
6158.1,-7355.029778040476
6160.1,-7375.172635183334
6162.1,-7389.886920897619
6164.1,-7390.458349469048
6166.1,-7378.601206611905
6168.1,-7375.601206611906
6170.1,-7393.458349469048
6172.1,-7408.886920897619
6174.1,-7394.315492326191
6176.1,-7361.029778040477
6178.1,-7348.886920897619
6180.1,-7374.601206611906
6182.1,-7406.315492326192
6184.1,-7400.172635183335
6186.1,-7360.7440637547625
6188.1,-7339.458349469048
6190.1,-7364.7440637547625
6192.1,-7398.88692089762
6194.1,-7388.7440637547625
6196.1,-7338.315492326192
6198.1,-7304.172635183334
6200.1,-7323.458349469049
6202.1,-7367.7440637547625
6204.1,-7376.458349469049
6206.08,-7334.029778040476
6208.05,-7294.029778040476
6210.03,-7305.744063754763
6212.0,-7335.601206611906
6214.0,-7314.7440637547625
6216.0,-7249.315492326191
6218.0,-7206.886920897619
6220.0,-7202.458349469049
6222.0,-7187.458349469049
6224.0,-7145.029778040476
6226.0,-7106.88692089762
6228.0,-7079.315492326192
6230.0,-7036.744063754763
6232.0,-6987.029778040477
6234.0,-6970.315492326192
6236.0,-6986.172635183334
6238.0,-6988.172635183334
6240.0,-6963.172635183334
6242.0,-6954.7440637547625
6244.0,-6987.172635183335
6246.0,-7028.88692089762
6248.0,-7049.458349469048
6250.0,-7055.315492326191
6252.0,-7059.601206611906
6254.0,-7069.172635183334
6256.0,-7088.601206611906
6258.0,-7103.7440637547625
6260.0,-7091.315492326192
6262.0,-7062.886920897619
6264.0,-7055.601206611905
6266.0,-7076.601206611906
6268.0,-7095.6012066119065
6270.0,-7088.88692089762
6272.0,-7062.744063754763
6274.0,-7037.172635183335
6276.0,-7021.744063754763
6278.0,-7009.315492326192
6280.0,-6987.6012066119065
6282.0,-6956.172635183334
6284.0,-6930.886920897619
6285.98,-6929.315492326192
6287.95,-6950.886920897621
6289.93,-6972.45834946905
6291.9,-6973.6012066119065
6293.9,-6967.315492326192
6295.9,-6988.029778040478
6297.9,-7040.45834946905
6299.9,-7082.744063754763
6301.9,-7078.315492326192
6303.9,-7049.029778040477
6305.9,-7047.7440637547625
6307.9,-7088.172635183335
6309.9,-7129.601206611906
6311.9,-7135.172635183334
6313.9,-7117.7440637547625
6315.9,-7116.458349469048
6317.9,-7141.029778040476
6319.9,-7150.7440637547625
6321.9,-7090.744063754763
6323.9,-6944.315492326192
6325.9,-6738.172635183335
6327.9,-6492.88692089762
6329.9,-6189.029778040477
6331.9,-5801.744063754763
6333.9,-5358.315492326192
6335.9,-4932.88692089762
6337.9,-4586.315492326192
6339.9,-4338.45834946905
6341.9,-4202.315492326192
6343.9,-4204.601206611906
6345.9,-4360.172635183335
6347.9,-4659.458349469049
6349.9,-5079.88692089762
6351.9,-5574.88692089762
6353.9,-6058.315492326192
6355.9,-6448.7440637547625
6357.9,-6731.172635183334
6359.9,-6935.315492326191
6361.9,-7058.7440637547625
6363.8,-7063.029778040476
6365.8,-6951.172635183334
6367.8,-6803.458349469049
6369.8,-6704.315492326192
6371.8,-6659.029778040477
6373.8,-6612.88692089762
6375.8,-6538.458349469049
6377.8,-6470.315492326192
6379.8,-6451.601206611906
6381.8,-6473.029778040478
6383.8,-6482.7440637547625
6385.8,-6450.601206611906
6387.8,-6405.315492326192
6389.8,-6393.6012066119065
6391.8,-6416.886920897619
6393.8,-6431.886920897619
6395.8,-6413.172635183334
6397.8,-6385.172635183335
6399.8,-6385.315492326192
6401.8,-6417.315492326191
6403.8,-6453.458349469049
6405.8,-6464.172635183334
6407.8,-6441.744063754763
6409.8,-6407.458349469049
6411.8,-6392.029778040478
6413.8,-6395.744063754764
6415.8,-6382.029778040478
6417.8,-6329.172635183335
6419.8,-6268.744063754763
6421.8,-6247.315492326192
6423.8,-6262.029778040478
6425.8,-6265.458349469049
6427.8,-6230.172635183334
6429.8,-6179.315492326191
6431.8,-6148.88692089762
6433.8,-6142.458349469049
6435.8,-6130.88692089762
6437.8,-6088.029778040477
6439.8,-6025.315492326191
6441.8,-5984.6012066119065
6443.7,-5991.45834946905
6445.7,-6019.744063754763
6447.7,-6021.601206611906
6449.7,-5991.172635183335
6451.7,-5972.315492326192
6453.7,-5992.029778040476
6455.7,-6016.458349469049
6457.7,-5997.458349469049
6459.7,-5941.458349469049
6461.7,-5898.315492326192
6463.7,-5891.886920897621
6465.7,-5895.172635183335
6467.7,-5869.172635183335
6469.7,-5804.744063754764
6471.7,-5727.744063754763
6473.7,-5671.315492326192
6475.7,-5639.601206611906
6477.7,-5602.88692089762
6479.7,-5538.458349469049
6481.7,-5467.886920897619
6483.7,-5436.601206611906
6485.7,-5454.886920897621
6487.7,-5478.029778040478
6489.7,-5458.315492326192
6491.7,-5403.029778040477
6493.7,-5358.458349469049
6495.7,-5345.315492326192
6497.7,-5336.458349469049
6499.7,-5297.315492326191
6501.7,-5228.029778040477
6503.7,-5165.45834946905
6505.7,-5147.744063754763
6507.7,-5167.172635183335
6509.7,-5170.7440637547625
6511.7,-5126.88692089762
6513.7,-5071.029778040478
6515.68,-5054.7440637547625
6517.65,-5070.172635183335
6519.63,-5062.6012066119065
6521.6,-5010.172635183335
6523.6,-4952.458349469049
6525.6,-4934.886920897619
6527.6,-4947.315492326191
6529.6,-4937.601206611906
6531.6,-4877.172635183335
6533.6,-4795.45834946905
6535.6,-4741.458349469049
6537.6,-4725.172635183334
6539.6,-4712.029778040477
6541.6,-4673.315492326192
6543.6,-4620.315492326192
6545.6,-4584.601206611906
6547.6,-4578.029778040478
6549.6,-4581.029778040478
6551.6,-4565.172635183335
6553.6,-4521.6012066119065
6555.6,-4472.029778040477
6557.6,-4449.744063754763
6559.6,-4461.029778040477
6561.6,-4470.6012066119065
6563.6,-4441.88692089762
6565.6,-4390.744063754763
6567.6,-4373.88692089762
6569.6,-4411.172635183335
6571.6,-4448.601206611906
6573.6,-4425.315492326192
6575.6,-4356.45834946905
6577.6,-4309.45834946905
6579.6,-4308.315492326192
6581.6,-4301.88692089762
6583.6,-4236.88692089762
6585.6,-4132.744063754763
6587.6,-4058.1726351833345
6589.6,-4040.601206611906
6591.6,-4036.7440637547634
6593.6,-4001.0297780404776
6595.58,-3947.8869208976203
6597.55,-3924.0297780404776
6599.53,-3946.6012066119065
6601.5,-3990.8869208976207
6603.5,-4021.315492326192
6605.5,-4022.4583494690487
6607.5,-4012.172635183335
6609.5,-4021.4583494690487
6611.5,-4052.458349469049
6613.5,-4073.4583494690487
6615.5,-4063.7440637547634
6617.5,-4043.744063754763
6619.5,-4048.0297780404776
6621.5,-4082.315492326192
6623.5,-4118.172635183335
6625.5,-4126.88692089762
6627.5,-4110.172635183335
6629.5,-4097.315492326192
6631.5,-4112.172635183335
6633.5,-4144.6012066119065
6635.5,-4159.172635183335
6637.5,-4137.88692089762
6639.5,-4107.172635183335
6641.5,-4106.315492326192
6643.5,-4131.029778040477
6645.5,-4136.029778040477
6647.5,-4100.029778040477
6649.5,-4057.4583494690487
6651.5,-4050.4583494690487
6653.5,-4070.1726351833345
6655.5,-4071.4583494690487
6657.5,-4035.029778040477
6659.5,-3989.88692089762
6661.5,-3971.4583494690487
6663.5,-3978.4583494690487
6665.5,-3980.172635183335
6667.5,-3959.172635183335
6669.5,-3932.315492326192
6671.5,-3927.0297780404776
6673.5,-3947.6012066119065
6675.48,-3975.7440637547634
6677.45,-3990.8869208976203
6679.43,-3981.8869208976207
6681.4,-3953.744063754764
6683.4,-3924.1726351833354
6685.4,-3901.029778040478
6687.4,-3867.886920897621
6689.4,-3806.1726351833345
6691.4,-3724.6012066119056
6693.4,-3654.4583494690487
6695.4,-3618.6012066119056
6697.4,-3608.8869208976203
6699.4,-3595.601206611906
6701.4,-3565.1726351833345
6703.4,-3539.315492326192
6705.4,-3541.8869208976203
6707.4,-3554.8869208976203
6709.4,-3530.601206611906
6711.4,-3455.8869208976203
6713.4,-3384.172635183335
6715.4,-3371.3154923261923
6717.4,-3392.744063754764
6719.4,-3382.6012066119065
6721.4,-3348.458349469049
6723.4,-3357.0297780404776
6725.4,-3411.172635183335
6727.4,-3445.172635183334
6729.4,-3437.744063754763
6731.4,-3428.0297780404776
6733.4,-3427.315492326192
6735.4,-3410.744063754763
6737.4,-3387.029778040477
6739.4,-3394.029778040477
6741.4,-3426.4583494690487
6743.4,-3438.0297780404776
6745.4,-3416.8869208976203
6747.4,-3399.315492326192
6749.4,-3403.6012066119065
6751.4,-3408.4583494690487
6753.4,-3397.601206611906
6755.38,-3376.0297780404776
6757.35,-3352.0297780404776
6759.33,-3339.6012066119065
6761.3,-3350.8869208976207
6763.3,-3362.8869208976203
6765.3,-3340.4583494690487
6767.3,-3299.458349469049
6769.3,-3288.6012066119065
6771.3,-3309.8869208976203
6773.3,-3317.0297780404776
6775.3,-3291.7440637547634
6777.3,-3269.029778040478
6779.3,-3279.458349469049
6781.3,-3307.6012066119065
6783.3,-3323.0297780404776
6785.3,-3320.8869208976203
6787.3,-3314.601206611906
6789.3,-3312.8869208976203
6791.3,-3316.458349469049
6793.3,-3315.6012066119065
6795.3,-3287.6012066119065
6797.3,-3220.172635183335
6799.3,-3138.315492326192
6801.3,-3084.4583494690487
6803.3,-3068.8869208976207
6805.3,-3058.3154923261923
6807.3,-3021.0297780404776
6809.3,-2973.8869208976203
6811.3,-2962.315492326192
6813.3,-2995.172635183335
6815.3,-3024.315492326192
6817.3,-3007.4583494690487
6819.3,-2962.458349469049
6821.3,-2939.029778040478
6823.3,-2952.029778040478
6825.3,-2967.315492326192
6827.3,-2944.8869208976203
6829.3,-2886.8869208976203
6831.3,-2833.7440637547634
6833.3,-2815.7440637547634
6835.28,-2817.4583494690496
6837.25,-2802.744063754763
6839.23,-2763.601206611906
6841.2,-2730.315492326192
6843.2,-2730.601206611906
6845.2,-2751.315492326192
6847.2,-2748.7440637547634
6849.2,-2701.0297780404776
6851.2,-2635.315492326192
6853.2,-2593.8869208976203
6855.2,-2581.458349469049
6857.2,-2564.8869208976203
6859.2,-2517.6012066119065
6861.2,-2451.601206611906
6863.2,-2399.8869208976207
6865.2,-2377.0297780404776
6867.2,-2362.7440637547634
6869.2,-2325.3154923261923
6871.2,-2260.0297780404776
6873.2,-2200.315492326192
6875.2,-2182.172635183335
6877.2,-2200.172635183335
6879.2,-2211.6012066119065
6881.2,-2191.458349469049
6883.2,-2167.8869208976207
6885.2,-2186.315492326192
6887.2,-2246.7440637547634
6889.2,-2299.172635183335
6891.2,-2307.6012066119065
6893.2,-2296.458349469049
6895.2,-2309.315492326192
6897.2,-2339.7440637547634
6899.2,-2341.0297780404776
6901.2,-2298.315492326192
6903.2,-2250.458349469049
6905.2,-2237.0297780404776
6907.2,-2253.315492326192
6909.2,-2261.6012066119065
6911.2,-2236.315492326192
6913.1,-2192.8869208976207
6915.1,-2166.315492326192
6917.1,-2164.458349469049
6919.1,-2160.315492326192
6921.1,-2129.458349469049
6923.1,-2077.7440637547634
6925.1,-2034.0297780404776
6927.1,-2023.601206611906
6929.1,-2041.601206611906
6931.1,-2053.029778040477
6933.1,-2032.3154923261918
6935.1,-1998.6012066119065
6937.1,-1995.4583494690492
6939.1,-2036.8869208976207
6941.1,-2089.6012066119065
6943.1,-2114.458349469049
6945.1,-2116.6012066119065
6947.1,-2139.0297780404776
6949.1,-2201.8869208976203
6951.1,-2265.0297780404776
6953.1,-2268.6012066119065
6955.1,-2199.4583494690487
6957.1,-2093.172635183335
6959.1,-1969.8869208976205
6961.1,-1792.7440637547634
6963.1,-1507.0297780404778
6965.1,-1116.4583494690492
6967.1,-693.8869208976205
6969.1,-303.0297780404777
6971.1,56.82736481666501
6973.1,402.827364816665
6975.1,690.1130791023793
6977.1,825.2559362452364
6979.1,756.2559362452365
6981.1,517.2559362452365
6983.1,173.684507673808
6985.08,-242.17263518333485
6987.05,-718.7440637547634
6989.03,-1210.3154923261918
6991.0,-1635.458349469049
6993.0,-1933.3154923261918
6995.0,-2097.0297780404776
6997.0,-2151.458349469049
6999.0,-2128.601206611906
7001.0,-2069.0297780404776
7003.0,-2005.7440637547634
7005.0,-1937.315492326192
7007.0,-1849.7440637547636
7009.0,-1766.8869208976207
7011.0,-1728.6012066119065
7013.0,-1725.029778040478
7015.0,-1703.8869208976207
7017.0,-1647.8869208976205
7019.0,-1598.601206611906
7021.0,-1598.4583494690492
7023.0,-1633.8869208976205
7025.0,-1655.4583494690492
7027.0,-1640.1726351833347
7029.0,-1616.4583494690492
7031.0,-1620.4583494690492
7033.0,-1645.1726351833347
7035.0,-1646.4583494690492
7037.0,-1597.7440637547634
7039.0,-1525.1726351833347
7041.0,-1483.4583494690492
7043.0,-1490.0297780404778
7045.0,-1499.8869208976205
7047.0,-1469.1726351833347
7049.0,-1423.172635183335
7051.0,-1418.3154923261918
7053.0,-1456.315492326192
7055.0,-1482.315492326192
7057.0,-1462.172635183335
7059.0,-1418.315492326192
7061.0,-1389.8869208976205
7063.0,-1389.8869208976205
7064.98,-1400.7440637547634
7066.95,-1393.4583494690492
7068.93,-1353.3154923261923
7070.9,-1300.7440637547634
7072.9,-1274.7440637547634
7074.9,-1284.7440637547634
7076.9,-1293.315492326192
7078.9,-1266.3154923261918
7080.9,-1222.8869208976205
7082.9,-1212.8869208976207
7084.9,-1246.315492326192
7086.9,-1276.8869208976207
7088.9,-1260.0297780404776
7090.9,-1208.6012066119063
7092.9,-1177.172635183335
7094.9,-1198.1726351833347
7096.9,-1241.8869208976205
7098.9,-1253.4583494690492
7100.9,-1226.7440637547636
7102.9,-1213.7440637547634
7104.9,-1245.7440637547634
7106.9,-1282.4583494690492
7108.9,-1267.0297780404778
7110.9,-1202.4583494690492
7112.9,-1139.315492326192
7114.9,-1106.172635183335
7116.9,-1081.172635183335
7118.9,-1029.0297780404778
7120.9,-948.4583494690492
7122.9,-875.6012066119063
7124.9,-840.4583494690492
7126.9,-833.7440637547635
7128.9,-824.3154923261922
7130.9,-799.1726351833349
7132.9,-772.315492326192
7134.9,-764.8869208976206
7136.9,-783.4583494690492
7138.9,-810.4583494690492
7140.9,-813.4583494690492
7142.9,-778.4583494690493
7144.88,-734.0297780404777
7146.85,-721.8869208976206
7148.83,-737.0297780404777
7150.8,-727.8869208976206
7152.8,-669.6012066119063
7154.8,-604.6012066119063
7156.8,-584.6012066119064
7158.8,-599.4583494690492
7160.8,-595.1726351833349
7162.8,-548.1726351833349
7164.8,-492.02977804047777
7166.8,-468.4583494690492
7168.8,-473.6012066119064
7170.8,-467.88692089762066
7172.8,-431.6012066119064
7174.8,-387.31549232619204
7176.8,-366.17263518333493
7178.8,-370.74406375476343
7180.8,-378.4583494690492
7182.8,-371.31549232619204
7184.8,-356.7440637547635
7186.8,-356.88692089762066
7188.8,-380.1726351833349
7190.8,-410.6012066119063
7192.8,-424.7440637547635
7194.8,-414.7440637547635
7196.8,-396.6012066119064
7198.8,-394.88692089762066
7200.8,-417.7440637547635
7202.8,-445.74406375476343
7204.8,-452.45834946904915
7206.8,-437.02977804047777
7208.8,-428.7440637547635
7210.8,-449.74406375476343
7212.8,-480.88692089762066
7214.8,-480.1726351833349
7216.8,-441.45834946904915
7218.8,-411.31549232619204
7220.8,-430.4583494690492
7222.8,-475.3154923261921
7224.78,-481.4583494690492
7226.75,-428.02977804047777
7228.73,-372.88692089762066
7230.7,-376.17263518333493
7232.7,-408.7440637547635
7234.7,-396.60120661190626
7236.7,-344.31549232619204
7238.7,-329.02977804047777
7240.7,-370.74406375476343
7242.7,-406.8869208976206
7244.7,-404.02977804047777
7246.7,-399.8869208976206
7248.7,-421.1726351833349
7250.7,-443.0297780404777
7252.7,-447.8869208976206
7254.7,-456.31549232619204
7256.7,-478.4583494690492
7258.7,-489.31549232619204
7260.7,-476.02977804047777
7262.7,-461.7440637547635
7264.7,-465.17263518333493
7266.7,-479.315492326192
7268.7,-498.31549232619204
7270.7,-521.7440637547635
7272.7,-543.6012066119063
7274.7,-571.8869208976206
7276.7,-624.7440637547635
7278.7,-680.315492326192
7280.7,-689.0297780404778
7282.7,-655.3154923261919
7284.7,-639.0297780404777
7286.7,-658.315492326192
7288.7,-658.7440637547635
7290.7,-603.7440637547635
7292.7,-538.0297780404778
7294.7,-523.6012066119063
7296.7,-551.8869208976206
7298.7,-567.0297780404777
7300.7,-550.8869208976206
7302.7,-535.4583494690492
7304.68,-543.6012066119064
7306.65,-562.7440637547635
7308.63,-571.4583494690492
7310.6,-558.6012066119063
7312.6,-523.6012066119064
7314.6,-482.1726351833349
7316.6,-463.1726351833349
7318.6,-480.31549232619204
7320.6,-509.3154923261921
7322.6,-514.4583494690492
7324.6,-499.31549232619204
7326.6,-507.02977804047777
7328.6,-555.1726351833349
7330.6,-601.0297780404778
7332.6,-598.6012066119064
7334.6,-561.7440637547634
7336.6,-539.1726351833348
7338.6,-549.4583494690492
7340.6,-565.7440637547635
7342.6,-553.3154923261919
