t,lead_I
14573.5,-4074.0297780404776
14575.5,-4074.4583494690487
14577.5,-4101.744063754763
14579.5,-4128.886920897621
14581.5,-4136.88692089762
14583.5,-4125.458349469049
14585.5,-4106.744063754763
14587.5,-4098.172635183335
14589.5,-4102.45834946905
14591.5,-4095.0297780404776
14593.5,-4055.315492326192
14595.5,-4007.601206611906
14597.5,-3999.8869208976203
14599.5,-4037.4583494690487
14601.5,-4068.744063754763
14603.5,-4052.744063754763
14605.5,-4012.4583494690487
14607.5,-3998.1726351833345
14609.5,-4019.601206611906
14611.5,-4039.1726351833345
14613.5,-4021.7440637547634
14615.47,-3976.8869208976203
14617.45,-3952.315492326192
14619.42,-3976.7440637547634
14621.4,-4013.7440637547634
14623.4,-4001.029778040477
14625.4,-3937.315492326192
14627.4,-3886.315492326192
14629.4,-3885.315492326192
14631.4,-3898.601206611906
14633.4,-3877.172635183335
14635.4,-3821.315492326192
14637.4,-3770.315492326192
14639.4,-3755.172635183335
14641.4,-3769.7440637547634
14643.4,-3776.172635183335
14645.4,-3745.029778040478
14647.4,-3692.8869208976203
14649.4,-3662.315492326192
14651.4,-3661.601206611906
14653.4,-3646.4583494690487
14655.4,-3576.6012066119056
14657.4,-3472.8869208976203
14659.4,-3394.458349469049
14661.4,-3366.3154923261923
14663.4,-3358.0297780404776
14665.4,-3334.8869208976207
14667.4,-3299.315492326192
14669.4,-3275.172635183335
14671.4,-3276.7440637547634
14673.4,-3294.172635183335
14675.4,-3298.0297780404776
14677.4,-3271.1726351833345
14679.4,-3236.7440637547634
14681.4,-3234.315492326192
14683.4,-3265.8869208976203
14685.4,-3290.458349469049
14687.4,-3279.0297780404776
14689.4,-3251.458349469049
14691.4,-3248.0297780404776
14693.4,-3277.7440637547634
14695.38,-3306.7440637547634
14697.35,-3299.8869208976203
14699.33,-3268.458349469049
14701.3,-3260.7440637547634
14703.3,-3297.458349469049
14705.3,-3338.8869208976207
14707.3,-3338.8869208976207
14709.3,-3314.7440637547634
14711.3,-3324.4583494690487
14713.3,-3383.6012066119065
14715.3,-3446.029778040478
14717.3,-3472.6012066119065
14719.3,-3479.8869208976203
14721.3,-3507.029778040477
14723.3,-3561.744063754763
14725.3,-3619.1726351833345
14727.3,-3658.8869208976203
14729.3,-3684.4583494690487
14731.3,-3715.744063754763
14733.3,-3769.6012066119065
14735.3,-3840.8869208976203
14737.3,-3901.029778040478
14739.3,-3927.8869208976207
14741.3,-3934.0297780404776
14743.3,-3955.7440637547634
14745.3,-4008.8869208976207
14747.3,-4066.3154923261923
14749.3,-4089.172635183335
14751.3,-4078.8869208976207
14753.3,-4079.0297780404776
14755.3,-4116.744063754763
14757.3,-4161.029778040478
14759.3,-4164.315492326192
14761.3,-4130.458349469049
14763.3,-4110.029778040478
14765.3,-4129.601206611906
14767.3,-4158.029778040478
14769.3,-4150.315492326192
14771.3,-4104.315492326192
14773.3,-4060.8869208976203
14775.28,-4054.601206611906
14777.25,-4074.0297780404776
14779.22,-4080.172635183335
14781.2,-4060.7440637547634
14783.2,-4043.8869208976207
14785.2,-4051.3154923261923
14787.2,-4067.172635183335
14789.2,-4066.315492326192
14791.2,-4049.029778040478
14793.2,-4031.8869208976207
14795.2,-4026.7440637547634
14797.2,-4038.315492326192
14799.2,-4062.8869208976207
14801.2,-4079.8869208976203
14803.2,-4068.315492326192
14805.2,-4038.4583494690487
14807.2,-4023.172635183335
14809.2,-4027.8869208976203
14811.2,-4021.458349469049
14813.2,-3989.7440637547634
14815.2,-3964.601206611906
14817.2,-3979.601206611906
14819.2,-4024.172635183335
14821.2,-4063.172635183335
14823.2,-4083.458349469049
14825.2,-4102.172635183335
14827.2,-4139.315492326192
14829.2,-4191.45834946905
14831.2,-4229.886920897621
14833.2,-4229.744063754763
14835.2,-4201.88692089762
14837.2,-4183.6012066119065
14839.2,-4195.601206611906
14841.2,-4219.88692089762
14843.2,-4224.029778040478
14845.2,-4200.744063754763
14847.2,-4179.88692089762
14849.2,-4192.886920897621
14851.2,-4220.886920897621
14853.2,-4213.029778040478
14855.17,-4168.029778040477
14857.15,-4141.315492326192
14859.13,-4155.458349469049
14861.1,-4173.458349469049
14863.1,-4172.458349469049
14865.1,-4173.029778040478
14867.1,-4185.172635183335
14869.1,-4192.029778040477
14871.1,-4190.315492326192
14873.1,-4192.172635183334
14875.1,-4187.601206611906
14877.1,-4151.315492326192
14879.1,-4089.88692089762
14881.1,-4043.4583494690487
14883.1,-4029.8869208976203
14885.1,-4026.172635183334
14887.1,-4015.88692089762
14889.1,-4011.4583494690487
14891.1,-4021.029778040478
14893.1,-4034.7440637547634
14895.1,-4041.6012066119065
14897.1,-4029.3154923261923
14899.1,-3988.8869208976207
14901.1,-3938.172635183335
14903.1,-3910.886920897621
14905.1,-3910.886920897621
14907.1,-3913.172635183335
14909.1,-3904.8869208976207
14911.1,-3898.315492326192
14913.1,-3910.8869208976207
14915.1,-3953.3154923261923
14917.1,-4021.172635183335
14919.1,-4090.6012066119056
14921.1,-4138.458349469049
14923.1,-4176.458349469049
14925.1,-4237.172635183335
14927.1,-4314.88692089762
14929.1,-4356.172635183335
14931.1,-4329.458349469049
14933.1,-4275.172635183335
14935.08,-4258.315492326192
14937.05,-4291.029778040477
14939.03,-4326.601206611906
14941.0,-4328.6012066119065
14943.0,-4319.6012066119065
14945.0,-4345.029778040478
14947.0,-4403.315492326192
14949.0,-4448.6012066119065
14951.0,-4454.601206611906
14953.0,-4441.315492326192
14955.0,-4437.744063754763
14957.0,-4449.601206611906
14959.0,-4464.88692089762
14961.0,-4466.315492326192
14963.0,-4444.6012066119065
14965.0,-4412.88692089762
14967.0,-4398.601206611906
14969.0,-4408.88692089762
14971.0,-4419.029778040477
14973.0,-4406.458349469049
14975.0,-4388.458349469049
14977.0,-4404.172635183335
14979.0,-4462.029778040477
14981.0,-4524.601206611906
14983.0,-4555.315492326192
14985.0,-4562.6012066119065
14987.0,-4578.88692089762
14989.0,-4604.744063754763
14991.0,-4594.458349469049
14993.0,-4498.315492326192
14995.0,-4306.172635183335
14997.0,-4044.7440637547634
14999.0,-3738.029778040478
15001.0,-3383.3154923261923
15003.0,-2976.458349469049
15005.0,-2552.8869208976207
15007.0,-2184.0297780404776
15009.0,-1931.6012066119063
15011.0,-1821.4583494690492
15013.0,-1854.7440637547634
15014.97,-2024.315492326192
15016.95,-2321.8869208976207
15018.92,-2737.458349469049
15020.9,-3236.4583494690487
15022.9,-3738.029778040477
15024.9,-4149.601206611906
15026.9,-4435.601206611906
15028.9,-4624.029778040478
15030.9,-4742.172635183335
15032.9,-4776.45834946905
15034.9,-4711.88692089762
15036.9,-4586.029778040478
15038.9,-4475.458349469049
15040.9,-4428.88692089762
15042.9,-4429.886920897619
15044.9,-4431.315492326191
15046.9,-4415.458349469049
15048.9,-4407.6012066119065
15050.9,-4435.029778040478
15052.9,-4483.88692089762
15054.9,-4506.744063754764
15056.9,-4479.88692089762
15058.9,-4437.88692089762
15060.9,-4432.744063754763
15062.9,-4467.315492326192
15064.9,-4496.029778040478
15066.9,-4487.886920897621
15068.9,-4460.45834946905
15070.9,-4451.458349469049
15072.9,-4470.6012066119065
15074.9,-4483.744063754763
15076.9,-4449.744063754763
15078.9,-4377.315492326192
15080.9,-4324.315492326192
15082.9,-4324.458349469049
15084.9,-4343.172635183335
15086.9,-4330.45834946905
15088.9,-4287.88692089762
15090.9,-4256.744063754763
15092.9,-4257.315492326192
15094.88,-4267.7440637547625
15096.85,-4258.315492326192
15098.83,-4226.88692089762
15100.8,-4197.744063754763
15102.8,-4196.172635183335
15104.8,-4224.601206611906
15106.8,-4259.458349469049
15108.8,-4272.6012066119065
15110.8,-4264.88692089762
15112.8,-4268.88692089762
15114.8,-4304.172635183335
15116.8,-4340.172635183335
15118.8,-4332.172635183335
15120.8,-4287.315492326192
15122.8,-4258.601206611906
15124.8,-4271.6012066119065
15126.8,-4295.458349469049
15128.8,-4291.458349469049
15130.8,-4262.029778040477
15132.8,-4243.6012066119065
15134.8,-4262.315492326192
15136.8,-4298.88692089762
15138.8,-4304.744063754763
15140.8,-4264.458349469049
15142.8,-4223.029778040478
15144.8,-4227.029778040477
15146.8,-4259.172635183335
15148.8,-4264.172635183335
15150.8,-4227.6012066119065
15152.8,-4192.744063754763
15154.8,-4197.458349469049
15156.8,-4224.886920897621
15158.8,-4231.029778040478
15160.8,-4205.88692089762
15162.8,-4182.029778040477
15164.8,-4187.172635183335
15166.8,-4214.458349469049
15168.8,-4237.029778040477
15170.8,-4233.172635183334
15172.8,-4203.601206611906
15174.78,-4177.029778040477
15176.75,-4182.029778040477
15178.72,-4203.458349469049
15180.7,-4194.6012066119065
15182.7,-4143.744063754763
15184.7,-4095.6012066119065
15186.7,-4090.7440637547634
15188.7,-4107.6012066119065
15190.7,-4088.7440637547634
15192.7,-4016.0297780404776
15194.7,-3935.0297780404776
15196.7,-3895.601206611906
15198.7,-3887.4583494690487
15200.7,-3856.601206611906
15202.7,-3777.029778040477
15204.7,-3684.1726351833345
15206.7,-3635.315492326192
15208.7,-3642.601206611906
15210.7,-3654.7440637547634
15212.7,-3619.4583494690487
15214.7,-3555.744063754763
15216.7,-3530.029778040477
15218.7,-3562.3154923261914
15220.7,-3599.744063754763
15222.7,-3593.8869208976203
15224.7,-3562.315492326192
15226.7,-3554.315492326192
15228.7,-3584.744063754763
15230.7,-3623.744063754763
15232.7,-3637.8869208976207
15234.7,-3623.8869208976203
15236.7,-3605.7440637547634
15238.7,-3607.601206611906
15240.7,-3629.315492326192
15242.7,-3645.315492326192
15244.7,-3632.0297780404776
15246.7,-3599.7440637547634
15248.7,-3588.8869208976203
15250.7,-3621.458349469049
15252.6,-3667.029778040477
15254.6,-3678.7440637547634
15256.6,-3659.315492326192
15258.6,-3660.8869208976203
15260.6,-3712.6012066119056
15262.6,-3778.88692089762
15264.6,-3808.88692089762
15266.6,-3806.172635183334
15268.6,-3823.4583494690487
15270.6,-3891.744063754763
15272.6,-3978.4583494690482
15274.6,-4032.4583494690482
15276.6,-4052.8869208976203
15278.6,-4085.029778040477
15280.6,-4151.7440637547625
15282.6,-4223.315492326192
15284.6,-4261.601206611906
15286.6,-4269.172635183334
15288.6,-4281.172635183335
15290.6,-4318.601206611906
15292.6,-4364.601206611906
15294.6,-4389.88692089762
15296.6,-4393.88692089762
15298.6,-4401.458349469049
15300.6,-4425.029778040477
15302.6,-4452.744063754763
15304.6,-4470.315492326192
15306.6,-4471.744063754763
15308.6,-4460.029778040478
15310.6,-4449.029778040478
15312.6,-4453.601206611906
15314.6,-4466.744063754763
15316.6,-4462.315492326192
15318.6,-4429.458349469049
15320.6,-4393.172635183335
15322.6,-4387.88692089762
15324.6,-4413.601206611906
15326.6,-4432.744063754763
15328.6,-4420.315492326192
15330.6,-4399.029778040478
15332.5,-4406.744063754763
15334.5,-4443.172635183335
15336.5,-4469.601206611906
15338.5,-4458.6012066119065
15340.5,-4429.315492326192
15342.5,-4425.601206611906
15344.5,-4464.029778040478
15346.5,-4512.029778040477
15348.5,-4524.601206611906
15350.5,-4501.029778040478
15352.5,-4488.88692089762
15354.5,-4517.458349469049
15356.5,-4552.458349469049
15358.5,-4550.6012066119065
15360.5,-4533.6012066119065
15362.5,-4548.458349469049
15364.5,-4585.029778040478
15366.5,-4601.88692089762
15368.5,-4603.172635183335
15370.5,-4616.029778040478
15372.5,-4627.029778040477
15374.5,-4612.458349469049
15376.5,-4599.029778040478
15378.5,-4624.458349469049
15380.5,-4667.172635183335
15382.5,-4680.744063754763
15384.5,-4674.744063754763
15386.5,-4696.172635183335
15388.5,-4746.029778040477
15390.5,-4780.601206611906
15392.5,-4783.601206611906
15394.5,-4775.6012066119065
15396.5,-4771.45834946905
15398.5,-4775.172635183335
15400.5,-4788.886920897621
15402.5,-4798.6012066119065
15404.47,-4789.029778040478
15406.45,-4778.172635183335
15408.42,-4799.172635183335
15410.4,-4848.315492326191
15412.4,-4887.45834946905
15414.4,-4891.458349469049
15416.4,-4870.315492326192
15418.4,-4850.458349469049
15420.4,-4847.88692089762
15422.4,-4854.172635183335
15424.4,-4848.315492326192
15426.4,-4825.315492326192
15428.4,-4810.315492326192
15430.4,-4832.315492326193
15432.4,-4880.886920897621
15434.4,-4907.744063754764
15436.4,-4884.45834946905
15438.4,-4838.172635183335
15440.4,-4814.6012066119065
15442.4,-4818.029778040478
15444.4,-4808.886920897619
15446.4,-4760.029778040477
15448.4,-4698.88692089762
15450.4,-4674.744063754763
15452.4,-4693.029778040477
15454.4,-4705.744063754763
15456.4,-4675.6012066119065
15458.4,-4622.88692089762
15460.4,-4594.315492326192
15462.4,-4603.458349469049
15464.4,-4621.315492326191
15466.4,-4619.029778040477
15468.4,-4604.029778040478
15470.4,-4605.315492326192
15472.4,-4637.6012066119065
15474.4,-4689.88692089762
15476.4,-4739.886920897621
15478.4,-4775.88692089762
15480.4,-4808.315492326192
15482.4,-4858.458349469049
15484.38,-4931.172635183335
15486.35,-5001.458349469049
15488.33,-5037.315492326192
15490.3,-5036.172635183334
15492.3,-5030.172635183334
15494.3,-5048.315492326192
15496.3,-5078.6012066119065
15498.3,-5088.029778040478
15500.3,-5079.6012066119065
15502.3,-5094.315492326192
15504.3,-5151.029778040478
15506.3,-5218.029778040477
15508.3,-5255.88692089762
15510.3,-5264.88692089762
15512.3,-5277.886920897619
15514.3,-5315.744063754763
15516.3,-5359.601206611906
15518.3,-5370.88692089762
15520.3,-5338.601206611906
15522.3,-5295.88692089762
15524.3,-5280.172635183335
15526.3,-5286.315492326191
15528.3,-5274.315492326191
15530.3,-5223.172635183334
15532.3,-5165.458349469049
15534.3,-5154.6012066119065
15536.3,-5200.6012066119065
15538.3,-5258.029778040477
15540.3,-5285.601206611906
15542.3,-5298.6012066119065
15544.3,-5342.6012066119065
15546.3,-5423.886920897621
15548.3,-5489.029778040477
15550.3,-5478.172635183335
15552.3,-5381.88692089762
15554.3,-5232.744063754763
15556.3,-5047.458349469049
15558.3,-4801.886920897621
15560.3,-4469.458349469049
15562.3,-4066.029778040477
15564.28,-3646.744063754763
15566.25,-3275.3154923261914
15568.22,-2992.4583494690487
15570.2,-2800.315492326192
15572.2,-2693.7440637547634
15574.2,-2711.3154923261923
15576.2,-2911.0297780404776
15578.2,-3284.601206611906
15580.2,-3741.1726351833345
15582.2,-4193.172635183335
15584.2,-4615.458349469049
15586.2,-5006.88692089762
15588.2,-5332.172635183334
15590.2,-5533.315492326192
15592.2,-5590.172635183335
15594.2,-5547.886920897621
15596.2,-5475.172635183335
15598.2,-5412.172635183335
15600.2,-5362.029778040477
15602.2,-5317.601206611906
15604.2,-5283.029778040477
15606.2,-5274.45834946905
15608.2,-5302.88692089762
15610.2,-5355.7440637547625
15612.2,-5402.029778040477
15614.2,-5422.458349469049
15616.2,-5427.6012066119065
15618.2,-5440.315492326192
15620.2,-5462.601206611906
15622.2,-5469.315492326192
15624.2,-5438.88692089762
15626.2,-5383.315492326191
15628.2,-5342.744063754763
15630.2,-5343.601206611906
15632.2,-5363.88692089762
15634.2,-5356.029778040478
15636.2,-5309.315492326191
15638.2,-5267.029778040477
15640.2,-5269.458349469049
15642.2,-5295.886920897621
15644.17,-5291.172635183335
15646.15,-5244.45834946905
15648.13,-5209.315492326192
15650.1,-5231.315492326191
15652.1,-5281.315492326192
15654.1,-5293.458349469049
15656.1,-5256.601206611906
15658.1,-5223.45834946905
15660.1,-5233.029778040477
15662.1,-5265.458349469049
15664.1,-5278.029778040478
15666.1,-5258.886920897619
15668.1,-5236.172635183335
15670.1,-5242.744063754763
15672.1,-5275.744063754763
15674.1,-5296.88692089762
15676.1,-5280.029778040477
15678.1,-5243.029778040476
15680.1,-5221.458349469049
15682.1,-5224.7440637547625
15684.1,-5232.172635183335
15686.1,-5223.458349469049
15688.1,-5201.029778040477
15690.1,-5185.172635183335
15692.1,-5192.315492326193
15694.1,-5217.315492326191
15696.1,-5235.7440637547625
15698.1,-5227.88692089762
15700.1,-5203.744063754763
15702.1,-5196.315492326192
15704.1,-5217.88692089762
15706.1,-5238.029778040477
15708.1,-5224.029778040477
15710.1,-5190.172635183335
15712.1,-5180.88692089762
15714.1,-5209.88692089762
15716.1,-5238.6012066119065
15718.1,-5225.458349469049
15720.1,-5183.172635183333
15722.1,-5165.88692089762
15724.08,-5195.029778040477
15726.05,-5225.458349469049
15728.03,-5206.172635183335
15730.0,-5148.029778040478
15732.0,-5101.029778040478
15734.0,-5085.88692089762
15736.0,-5076.88692089762
15738.0,-5042.458349469049
15740.0,-4982.744063754763
15742.0,-4929.315492326192
15744.0,-4913.315492326192
15746.0,-4927.88692089762
15748.0,-4932.744063754763
15750.0,-4904.88692089762
15752.0,-4865.88692089762
15754.0,-4844.458349469049
15756.0,-4833.601206611906
15758.0,-4806.029778040477
15760.0,-4755.315492326192
15762.0,-4697.88692089762
15764.0,-4652.744063754763
15766.0,-4632.6012066119065
15768.0,-4635.6012066119065
15770.0,-4635.172635183335
15772.0,-4607.45834946905
15774.0,-4572.315492326192
15776.0,-4569.88692089762
15778.0,-4592.315492326192
15780.0,-4587.315492326192
15782.0,-4538.458349469049
15784.0,-4493.029778040478
15786.0,-4492.744063754763
15788.0,-4519.6012066119065
15790.0,-4531.601206611906
15792.0,-4521.6012066119065
15794.0,-4518.601206611906
15796.0,-4542.7440637547625
15798.0,-4579.172635183335
15800.0,-4596.88692089762
15802.0,-4585.315492326192
15803.97,-4565.029778040478
15805.95,-4562.315492326192
15807.92,-4577.172635183335
15809.9,-4585.315492326192
15811.9,-4574.029778040477
15813.9,-4561.88692089762
15815.9,-4573.315492326192
15817.9,-4606.6012066119065
15819.9,-4641.029778040477
15821.9,-4663.458349469049
15823.9,-4677.45834946905
15825.9,-4695.029778040478
15827.9,-4729.458349469049
15829.9,-4781.458349469049
15831.9,-4830.458349469049
15833.9,-4852.601206611906
15835.9,-4855.029778040477
15837.9,-4873.744063754764
15839.9,-4927.029778040478
15841.9,-4980.458349469049
15843.9,-4985.744063754763
15845.9,-4948.886920897619
15847.9,-4927.029778040478
15849.9,-4948.88692089762
15851.9,-4977.315492326191
15853.9,-4962.315492326192
15855.9,-4910.744063754763
15857.9,-4880.172635183335
15859.9,-4904.172635183335
15861.9,-4941.88692089762
15863.9,-4938.315492326192
15865.9,-4910.886920897621
15867.9,-4914.6012066119065
15869.9,-4944.029778040478
15871.9,-4956.458349469049
15873.9,-4956.172635183335
15875.9,-4974.029778040477
15877.9,-4998.601206611906
15879.9,-5000.744063754763
15881.9,-4994.029778040477
15883.88,-5009.601206611906
15885.85,-5034.458349469049
15887.83,-5025.88692089762
15889.8,-4978.315492326192
15891.8,-4932.88692089762
15893.8,-4918.315492326193
15895.8,-4919.315492326192
15897.8,-4912.172635183335
15899.8,-4895.172635183334
15901.8,-4884.744063754763
15903.8,-4899.6012066119065
15905.8,-4932.45834946905
15907.8,-4939.6012066119065
15909.8,-4897.88692089762
15911.8,-4851.886920897621
15913.8,-4853.88692089762
15915.8,-4881.88692089762
15917.8,-4875.6012066119065
15919.8,-4831.172635183335
15921.8,-4802.744063754763
15923.8,-4820.172635183335
15925.8,-4853.315492326192
15927.8,-4864.172635183335
15929.8,-4856.88692089762
15931.8,-4857.88692089762
15933.8,-4874.601206611906
15935.8,-4896.45834946905
15937.8,-4913.45834946905
15939.8,-4915.744063754764
15941.8,-4895.458349469049
15943.8,-4866.172635183334
15945.8,-4860.458349469049
15947.8,-4888.172635183335
15949.8,-4910.315492326192
15951.8,-4884.886920897621
15953.8,-4832.744063754763
15955.8,-4815.458349469049
15957.8,-4843.029778040478
15959.8,-4858.029778040477
15961.8,-4823.45834946905
15963.78,-4772.172635183335
15965.75,-4751.315492326192
15967.72,-4760.744063754763
15969.7,-4763.458349469049
15971.7,-4730.744063754763
15973.7,-4671.458349469049
15975.7,-4622.458349469049
15977.7,-4606.315492326192
15979.7,-4603.88692089762
15981.7,-4585.172635183335
15983.7,-4549.7440637547625
15985.7,-4524.029778040478
15987.7,-4527.315492326192
15989.7,-4552.88692089762
15991.7,-4575.88692089762
15993.7,-4578.315492326192
15995.7,-4567.029778040477
15997.7,-4563.88692089762
15999.7,-4577.601206611906
16001.7,-4590.886920897619
16003.7,-4578.172635183335
16005.7,-4539.315492326192
16007.7,-4510.172635183335
16009.7,-4522.029778040478
16011.7,-4554.6012066119065
16013.7,-4558.172635183335
16015.7,-4521.6012066119065
16017.7,-4486.886920897621
16019.7,-4491.6012066119065
16021.7,-4519.458349469049
16023.7,-4521.172635183335
16025.7,-4479.458349469049
16027.7,-4436.744063754763
16029.7,-4443.601206611906
16031.7,-4489.029778040477
16033.7,-4511.315492326192
16035.7,-4481.6012066119065
16037.7,-4441.029778040477
16039.7,-4441.601206611906
16041.7,-4473.7440637547625
16043.67,-4482.029778040478
16045.65,-4442.315492326192
16047.63,-4392.172635183335
16049.6,-4372.45834946905
16051.6,-4372.172635183334
16053.6,-4351.315492326191
16055.6,-4299.6012066119065
16057.6,-4245.7440637547625
16059.6,-4220.88692089762
16061.6,-4225.88692089762
16063.6,-4230.7440637547625
16065.6,-4201.45834946905
16067.6,-4134.172635183334
16069.6,-4060.4583494690487
16071.6,-4009.0297780404776
16073.6,-3971.315492326192
16075.6,-3918.7440637547634
16077.6,-3848.88692089762
16079.6,-3796.6012066119056
16081.6,-3798.315492326192
16083.6,-3850.744063754763
16085.6,-3910.172635183335
16087.6,-3936.458349469049
16089.6,-3939.6012066119065
16091.6,-3967.8869208976203
16093.6,-4037.458349469049
16095.6,-4096.744063754763
16097.6,-4092.6012066119065
16099.6,-4047.315492326192
16101.6,-4025.601206611906
16103.6,-4042.7440637547634
16105.6,-4055.7440637547634
16107.6,-4035.8869208976203
16109.6,-4003.3154923261914
16111.6,-3990.744063754763
16113.6,-4007.172635183334
16115.6,-4036.8869208976203
16117.6,-4055.601206611906
16119.6,-4049.744063754763
16121.6,-4034.0297780404776
16123.58,-4037.1726351833345
16125.55,-4060.601206611906
16127.53,-4068.458349469049
16129.5,-4035.458349469049
16131.5,-3984.7440637547634
16133.5,-3958.172635183335
16135.5,-3964.458349469049
16137.5,-3975.172635183335
16139.5,-3961.8869208976207
16141.5,-3931.8869208976207
16143.5,-3926.172635183335
16145.5,-3972.3154923261923
16147.5,-4041.8869208976207
16149.5,-4079.315492326192
16151.5,-4076.7440637547634
16153.5,-4081.744063754763
16155.5,-4122.172635183335
16157.5,-4160.45834946905
16159.5,-4136.88692089762
16161.5,-4031.458349469049
16163.5,-3867.6012066119065
16165.5,-3669.029778040477
16167.5,-3427.7440637547634
16169.5,-3112.172635183335
16171.5,-2713.0297780404776
16173.5,-2280.4583494690487
16175.5,-1892.7440637547636
16177.5,-1587.0297780404776
16179.5,-1353.315492326192
16181.5,-1202.7440637547634
16183.5,-1196.315492326192
16185.5,-1380.0297780404776
16187.5,-1722.6012066119063
16189.5,-2141.601206611906
16191.5,-2569.315492326192
16193.5,-2974.744063754763
16195.5,-3335.458349469049
16197.5,-3618.7440637547634
16199.5,-3796.172635183335
16201.4,-3859.172635183335
16203.4,-3826.3154923261923
16205.4,-3748.0297780404776
16207.4,-3683.0297780404776
16209.4,-3649.0297780404776
16211.4,-3614.8869208976203
16213.4,-3557.6012066119065
16215.4,-3502.458349469049
16217.4,-3489.458349469049
16219.4,-3519.601206611906
16221.4,-3551.315492326192
16223.4,-3546.172635183335
16225.4,-3514.029778040478
16227.4,-3501.315492326192
16229.4,-3528.4583494690496
16231.4,-3556.172635183335
16233.4,-3535.172635183335
16235.4,-3478.458349469049
16237.4,-3451.7440637547634
16239.4,-3484.458349469049
16241.4,-3524.8869208976203
16243.4,-3511.458349469049
16245.4,-3458.458349469049
16247.4,-3429.458349469049
16249.4,-3443.8869208976207
16251.4,-3457.8869208976207
16253.4,-3435.8869208976207
16255.4,-3396.172635183335
16257.4,-3377.0297780404776
16259.4,-3385.7440637547634
16261.4,-3398.8869208976203
16263.4,-3394.7440637547634
16265.4,-3372.4583494690487
16267.4,-3343.7440637547634
16269.4,-3320.172635183335
16271.4,-3303.315492326192
16273.4,-3283.6012066119065
16275.4,-3247.6012066119065
16277.4,-3195.4583494690487
16279.4,-3147.8869208976207
16281.3,-3126.458349469049
16283.3,-3122.7440637547634
16285.3,-3102.8869208976203
16287.3,-3051.8869208976203
16289.3,-2999.8869208976203
16291.3,-2982.6012066119056
16293.3,-2987.458349469049
16295.3,-2968.8869208976203
16297.3,-2916.6012066119056
16299.3,-2876.744063754763
16301.3,-2891.172635183335
16303.3,-2933.8869208976207
16305.3,-2936.315492326192
16307.3,-2875.601206611906
16309.3,-2803.0297780404776
16311.3,-2768.744063754763
16313.3,-2755.8869208976203
16315.3,-2717.6012066119065
16317.3,-2648.8869208976203
16319.3,-2587.4583494690487
16321.3,-2559.1726351833345
16323.3,-2552.0297780404776
16325.3,-2538.172635183335
16327.3,-2504.315492326192
16329.3,-2460.0297780404776
16331.3,-2426.4583494690487
16333.3,-2417.172635183335
16335.3,-2425.7440637547634
16337.3,-2430.3154923261923
16339.3,-2412.1726351833345
16341.3,-2374.0297780404776
16343.3,-2336.172635183335
16345.3,-2309.458349469049
16347.3,-2276.8869208976207
16349.3,-2212.315492326192
16351.3,-2118.6012066119065
16353.3,-2034.6012066119063
16355.3,-1990.4583494690492
16357.3,-1965.8869208976205
16359.3,-1916.0297780404776
16361.2,-1837.7440637547634
16363.2,-1778.458349469049
16365.2,-1768.7440637547634
16367.2,-1777.315492326192
16369.2,-1750.601206611906
16371.2,-1682.172635183335
16373.2,-1624.4583494690492
16375.2,-1619.315492326192
16377.2,-1633.3154923261918
16379.2,-1603.1726351833347
16381.2,-1534.6012066119063
16383.2,-1489.0297780404778
16385.2,-1477.6012066119065
16387.2,-1453.458349469049
16389.2,-1405.8869208976205
16391.2,-1371.172635183335
16393.2,-1352.4583494690492
16395.2,-1316.8869208976205
16397.2,-1266.8869208976205
16399.2,-1243.172635183335
16401.2,-1251.315492326192
16403.2,-1247.4583494690492
16405.2,-1209.7440637547634
16407.2,-1171.6012066119063
16409.2,-1161.172635183335
16411.2,-1158.6012066119063
16413.2,-1135.7440637547634
16415.2,-1095.0297780404778
16417.2,-1054.7440637547636
16419.2,-1030.4583494690492
16421.2,-1026.4583494690492
16423.2,-1022.3154923261919
16425.2,-994.458349469049
16427.2,-957.8869208976205
16429.2,-949.4583494690492
16431.2,-968.458349469049
16433.2,-975.3154923261919
16435.2,-949.1726351833348
16437.2,-914.6012066119063
16439.2,-906.4583494690492
16441.1,-928.0297780404777
16443.1,-950.7440637547635
16445.1,-949.0297780404778
16447.1,-930.8869208976207
16449.1,-929.4583494690493
16451.1,-962.1726351833349
16453.1,-1005.6012066119065
16455.1,-1025.6012066119065
16457.1,-1020.7440637547635
16459.1,-1017.8869208976207
16461.1,-1035.172635183335
16463.1,-1067.172635183335
16465.1,-1092.172635183335
16467.1,-1087.6012066119063
16469.1,-1056.8869208976205
16471.1,-1037.0297780404776
16473.1,-1054.315492326192
16475.1,-1082.315492326192
16477.1,-1074.6012066119063
16479.1,-1031.1726351833347
16481.1,-998.6012066119063
16483.1,-1002.8869208976206
16485.1,-1012.3154923261919
16487.1,-982.8869208976206
16489.1,-920.6012066119064
16491.1,-873.315492326192
16493.1,-867.1726351833349
16495.1,-880.4583494690492
16497.1,-879.7440637547636
16499.1,-858.8869208976206
16501.1,-835.8869208976206
16503.1,-828.8869208976206
16505.1,-837.7440637547635
16507.1,-840.6012066119064
16509.1,-812.1726351833349
16511.1,-757.4583494690492
16513.1,-713.8869208976205
16515.1,-704.8869208976206
16517.1,-705.6012066119063
16519.1,-677.6012066119064
16521.0,-626.6012066119064
16523.0,-596.6012066119063
16525.0,-606.0297780404777
16527.0,-618.315492326192
16529.0,-588.315492326192
